"","stopid","agency","purpose","race","gender","searchoccur","year","officerid","age","month","day","InFigure3","Berry"
"3892",1725094,"Raleigh Police Department","Speed Limit","White","Male",0,2002,19706367,31,4,3,FALSE,14.9
"151413",15578798,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2012,19880634,27,8,16,FALSE,11.7
"133677",13593830,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2011,19860609,31,6,27,FALSE,18.8
"127645",13003462,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2011,7219,40,2,4,TRUE,13.2
"60557",6595550,"Raleigh Police Department","Speed Limit","Black","Male",0,2006,19784435,31,12,25,FALSE,18.5
"80921",8487310,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2008,19766282,42,5,16,TRUE,19.5
"128019",13005227,"Raleigh Police Department","Safe Movement","White","Female",0,2011,19751867,30,2,28,TRUE,24
"33416",4434993,"Raleigh Police Department","Speed Limit","White","Female",0,2004,19715128,32,9,11,TRUE,0.1
"78577",8280313,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2008,19787929,21,3,20,TRUE,19
"98698",10447668,"Raleigh Police Department","Speed Limit","Black","Female",0,2009,19735614,50,8,11,FALSE,13.5
"59454",6429906,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2006,19786927,43,11,24,FALSE,14.5
"157803",16241206,"Raleigh Police Department","Speed Limit","Other","Male",0,2013,19743851,25,1,13,FALSE,5.4
"21261",3211672,"Raleigh Police Department","Driving Impaired","Black","Male",0,2003,19790447,43,7,20,FALSE,14.3
"770",1427063,"Raleigh Police Department","Seat Belt","White","Male",0,2002,19646072,52,1,22,FALSE,4.4
"42210",5277943,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2005,19741754,33,7,17,TRUE,24.1
"91780",9858311,"Raleigh Police Department","Investigation","Black","Female",0,2009,19775634,19,4,5,TRUE,7.5
"155174",15827914,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2012,19775634,38,10,4,TRUE,17.2
"47454",5663990,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2006,19806445,44,1,23,TRUE,7.3
"69616",7371791,"Raleigh Police Department","Speed Limit","White","Female",0,2007,19660950,20,7,12,FALSE,16.8
"131302",13508602,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2011,19729159,31,5,25,FALSE,19.8
"94034",10006113,"Raleigh Police Department","Stop Light/Sign","Black","Female",0,2009,19737843,25,5,12,FALSE,11.7
"24697",3563615,"Raleigh Police Department","Speed Limit","Black","Male",0,2003,19660950,35,11,15,FALSE,8.2
"95140",10136771,"Raleigh Police Department","Speed Limit","White","Female",0,2009,19737843,18,6,9,FALSE,6.7
"151157",15479070,"Raleigh Police Department","Safe Movement","Black","Male",0,2012,19670487,29,7,7,FALSE,9
"78149",8118965,"Raleigh Police Department","Speed Limit","Black","Female",0,2008,19623237,43,2,18,FALSE,24.7
"61259",6827050,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2007,19799918,26,1,8,TRUE,24.8
"12754",2469182,"Raleigh Police Department","Stop Light/Sign","Black","Male",0,2002,19699955,33,11,9,FALSE,19.5
"110379",11503997,"Raleigh Police Department","Speed Limit","White","Female",0,2010,19809329,49,4,12,TRUE,15.5
"8168",2076512,"Raleigh Police Department","Seat Belt","White","Male",0,2002,19678924,38,7,2,FALSE,19.6
"48839",5745773,"Raleigh Police Department","Driving Impaired","White","Female",0,2006,19728105,18,2,18,FALSE,25
"148983",15325497,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2012,19859629,22,6,28,TRUE,14.5
"103107",10838574,"Raleigh Police Department","Stop Light/Sign","Black","Male",0,2009,19779403,21,11,10,FALSE,17.1
"76840",8025144,"Raleigh Police Department","Speed Limit","Black","Female",0,2008,19778104,26,1,8,TRUE,10.5
"134976",13816905,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2011,19746097,27,7,10,TRUE,4.8
"92366",9860994,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2009,19731935,31,4,3,TRUE,23
"127241",13001753,"Raleigh Police Department","Other Vehicle","Black","Male",0,2011,19873639,35,2,16,FALSE,12
"165942",16958246,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2013,19888372,27,7,19,FALSE,2.5
"140349",14355633,"Raleigh Police Department","Stop Light/Sign","Black","Male",0,2011,19746097,23,11,3,TRUE,3.2
"68282",7264824,"Raleigh Police Department","Speed Limit","Black","Female",0,2007,19660950,56,6,14,FALSE,9.7
"128634",13165754,"Raleigh Police Department","Other Vehicle","Other","Male",0,2011,19873112,35,3,24,FALSE,5.8
"66285",7143590,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2007,19752431,36,5,10,TRUE,9.5
"16376",2759489,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2003,19760015,46,2,18,FALSE,9.1
"103060",10838391,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2009,19743851,45,11,7,FALSE,6.8
"58374",6425900,"Raleigh Police Department","Speed Limit","White","Female",0,2006,19778104,54,11,3,TRUE,23.9
"49651",5913344,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2006,19743851,22,4,4,FALSE,21.4
"129267",13169019,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2011,19703591,34,3,26,FALSE,9
"16094",2758429,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2003,19615139,45,2,11,FALSE,13.8
"133627",13593635,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2011,19736439,45,6,2,FALSE,18
"21434",3212332,"Raleigh Police Department","Stop Light/Sign","Black","Male",0,2003,19757479,22,7,25,TRUE,2.5
"45666",5604933,"Raleigh Police Department","Safe Movement","White","Male",0,2005,19825904,34,12,16,FALSE,8.2
"153457",15719110,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2012,19730396,26,9,11,TRUE,11.7
"66813",7145493,"Raleigh Police Department","Speed Limit","Black","Male",0,2007,19729159,50,5,30,FALSE,22.7
"67837",7262985,"Raleigh Police Department","Safe Movement","Black","Female",0,2007,19756826,31,6,24,FALSE,15.2
"39272",4914691,"Raleigh Police Department","Driving Impaired","Black","Male",0,2005,19621914,42,3,28,FALSE,14.2
"84562",8783304,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2008,19763012,23,8,1,TRUE,9.9
"125098",12864593,"Raleigh Police Department","Speed Limit","Black","Male",0,2011,19742931,25,1,16,TRUE,5.4
"104094",11169403,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2009,19660126,36,12,20,FALSE,6.1
"14839",2689924,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2003,19786618,21,1,11,TRUE,8.2
"146049",15010276,"Raleigh Police Department","Speed Limit","Black","Female",0,2012,19889988,31,4,17,FALSE,22
"147270",15015192,"Raleigh Police Department","Speed Limit","White","Male",0,2012,1984,19,4,28,FALSE,18.4
"87863",9241143,"Raleigh Police Department","Speed Limit","White","Female",0,2008,1984,20,10,5,FALSE,22.2
"61423",6827788,"Raleigh Police Department","Speed Limit","White","Female",0,2007,19778104,26,1,11,TRUE,22.2
"167573",17093682,"Raleigh Police Department","Speed Limit","White","Female",0,2013,19831959,18,8,23,FALSE,12.7
"109929",11501741,"Raleigh Police Department","Safe Movement","White","Male",0,2010,19843686,22,4,20,TRUE,18.2
"6400",1883611,"Raleigh Police Department","Seat Belt","Black","Male",0,2002,19678924,23,5,21,FALSE,5.4
"19116",3029244,"Raleigh Police Department","Speed Limit","White","Female",0,2003,19706367,46,5,12,FALSE,16.5
"96379",10347909,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2009,19800001,25,7,2,FALSE,12.8
"31673",4312255,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2004,19773343,22,7,23,FALSE,0.2
"127363",13002325,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2011,19834458,40,2,13,FALSE,11.1
"7529",1957228,"Raleigh Police Department","Speed Limit","Black","Female",0,2002,19660950,25,6,17,FALSE,20.3
"66514",7144522,"Raleigh Police Department","Speed Limit","White","Male",0,2007,19660950,36,5,1,FALSE,14.7
"105731",11212494,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2010,19559345,56,1,17,TRUE,7
"92257",9860609,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2009,19867460,57,4,18,TRUE,16
"110869",11505971,"Raleigh Police Department","Speed Limit","White","Male",0,2010,19775853,49,4,29,FALSE,7.5
"46896",5662026,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2006,19737843,26,1,12,FALSE,3.6
"142542",14665803,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2012,19869336,45,1,10,TRUE,5.6
"171752",17580036,"Raleigh Police Department","Speed Limit","Black","Male",0,2013,19835340,37,12,26,FALSE,0.2
"161895",16572422,"Raleigh Police Department","Investigation","Black","Female",0,2013,19676618,45,4,27,TRUE,23.1
"95638",10138591,"Raleigh Police Department","Other Vehicle","White","Male",0,2009,19743851,25,6,16,FALSE,18.9
"71321",7613051,"Raleigh Police Department","Other Vehicle","Black","Male",0,2007,19775853,40,9,5,FALSE,19.1
"171439",17578731,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2013,19838030,36,12,7,TRUE,9.3
"95487",10137920,"Raleigh Police Department","Speed Limit","Black","Male",0,2009,19797219,34,6,6,FALSE,5.1
"112826",11690126,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2010,19775634,38,5,29,TRUE,21.5
"104142",11169649,"Raleigh Police Department","Vehicle Equipment","White","Female",0,2009,19867460,25,12,21,TRUE,11.8
"40842",5180912,"Raleigh Police Department","Speed Limit","Black","Male",0,2005,19740760,21,6,11,FALSE,22.3
"139042",14200382,"Raleigh Police Department","Stop Light/Sign","Black","Male",0,2011,19741754,42,10,2,TRUE,22.2
"6692",1884697,"Raleigh Police Department","Speed Limit","White","Male",0,2002,19786618,41,5,27,TRUE,7
"50362",5915648,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2006,19786927,21,4,14,FALSE,4
"162222",16573548,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2013,19872955,28,4,22,FALSE,9
"45225",5602964,"Raleigh Police Department","Vehicle Equipment","White","Female",0,2005,19774153,42,12,6,TRUE,5.3
"206",1425281,"Raleigh Police Department","Speed Limit","White","Male",0,2002,19660950,44,1,9,FALSE,16.5
"35611",4616534,"Raleigh Police Department","Speed Limit","Black","Female",0,2004,19777855,25,11,22,FALSE,15.2
"28688",4116329,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2004,19775634,27,4,23,TRUE,9.2
"69107",7369759,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2007,19766282,21,7,10,TRUE,22.2
"54831",6171776,"Raleigh Police Department","Seat Belt","White","Male",0,2006,19640601,21,7,17,FALSE,19.4
"8597",2078065,"Raleigh Police Department","Other Vehicle","Black","Male",0,2002,19721506,22,7,9,TRUE,24.2
"18224",2958919,"Raleigh Police Department","Speed Limit","Other","Female",0,2003,19660950,33,4,14,FALSE,16.7
"170242",17339821,"Raleigh Police Department","Speed Limit","Black","Male",0,2013,19706367,32,10,17,FALSE,1.3
"91466",9830137,"Raleigh Police Department","Speed Limit","Black","Female",0,2009,19737879,18,3,26,FALSE,9.4
"82756",8619935,"Raleigh Police Department","Speed Limit","Black","Male",0,2008,19706367,31,6,26,FALSE,12.3
"82080",8617120,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2008,19730396,21,6,30,TRUE,3.8
"86621",9164777,"Raleigh Police Department","Speed Limit","Black","Male",0,2008,19788652,50,9,28,TRUE,16.4
"122086",12567747,"Raleigh Police Department","Stop Light/Sign","Black","Male",0,2010,19751867,35,11,12,TRUE,22.1
"21391",3212182,"Raleigh Police Department","Vehicle Regulatory","Other","Male",0,2003,19760015,24,7,24,FALSE,10.5
"157829",16241338,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2013,19857129,33,1,9,FALSE,1.4
"119293",12240893,"Raleigh Police Department","Speed Limit","Black","Female",0,2010,19775634,47,9,4,TRUE,11.1
"83697",8667958,"Raleigh Police Department","Speed Limit","Black","Male",0,2008,19715480,18,7,2,FALSE,6
"17744",2856654,"Raleigh Police Department","Speed Limit","White","Female",0,2003,19706367,55,3,28,FALSE,7.1
"162218",16573534,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2013,19872955,31,4,21,FALSE,14.7
"47113",5662771,"Raleigh Police Department","Investigation","Black","Male",0,2006,19811830,26,1,17,TRUE,3.5
"105266",11210739,"Raleigh Police Department","Speed Limit","Black","Female",0,2010,19751354,32,1,9,TRUE,10
"97730",10443778,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2009,19825904,32,8,7,FALSE,1.5
"27577",4111359,"Raleigh Police Department","Speed Limit","Black","Male",0,2004,19660950,27,3,24,FALSE,22.2
"1122",1428123,"Raleigh Police Department","Speed Limit","White","Male",0,2002,19660950,32,1,30,FALSE,17.9
"32034",4428953,"Raleigh Police Department","Other Vehicle","Black","Female",0,2004,19715128,21,8,3,TRUE,7.4
"26252",3837170,"Raleigh Police Department","Speed Limit","Other","Male",0,2003,19743851,34,12,11,FALSE,0.3
"137620",14007112,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2011,19767441,46,9,15,FALSE,16.9
"161227",16452740,"Raleigh Police Department","Seat Belt","Black","Female",0,2013,19706367,20,3,2,FALSE,24.1
"78414",8279441,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2008,19763012,55,3,27,TRUE,18.1
"90465",9680595,"Raleigh Police Department","Speed Limit","White","Male",0,2009,19670487,45,2,6,FALSE,2.3
"18034",2958154,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2003,19670868,43,4,7,FALSE,5.8
"148148",15157633,"Raleigh Police Department","Speed Limit","White","Male",0,2012,19769805,20,5,11,FALSE,11.7
"135050",13817285,"Raleigh Police Department","Other Vehicle","White","Female",0,2011,19784435,47,7,14,FALSE,22.5
"20439",3146660,"Raleigh Police Department","Speed Limit","White","Female",0,2003,19775634,27,6,25,TRUE,12.7
"30720",4231009,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2004,19789594,22,6,22,TRUE,14.1
"69711",7372161,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2007,19660126,25,7,8,FALSE,3.3
"68123",7264191,"Raleigh Police Department","Speed Limit","Black","Male",0,2007,19729159,18,6,22,FALSE,15.5
"108300",11368513,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2010,19822048,35,3,21,FALSE,6.5
"44921",5440034,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2005,19723556,42,9,28,FALSE,20
"32360",4430291,"Raleigh Police Department","Speed Limit","White","Female",0,2004,19660950,25,8,11,FALSE,14.9
"46086",5606674,"Raleigh Police Department","Speed Limit","Other","Male",0,2005,19778104,57,12,27,TRUE,10.2
"131130",13507805,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2011,19767441,20,5,12,FALSE,12.6
"62081",6830317,"Raleigh Police Department","Stop Light/Sign","White","Female",0,2007,19766282,18,1,23,TRUE,24.1
"50628",5916705,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2006,19784435,26,4,19,FALSE,13.7
"33667",4436075,"Raleigh Police Department","Speed Limit","White","Male",0,2004,19660950,18,9,17,FALSE,4.1
"3400",1625875,"Raleigh Police Department","Stop Light/Sign","White","Female",0,2002,19723556,32,3,25,FALSE,15.4
"122950",12571504,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2010,19807112,22,11,28,TRUE,12.8
"34413",4543851,"Raleigh Police Department","Speed Limit","White","Male",0,2004,19728105,38,10,12,FALSE,0.6
"4452",1726768,"Raleigh Police Department","Speed Limit","White","Male",0,2002,19706367,26,4,15,FALSE,1.3
"161668",16571649,"Raleigh Police Department","Speed Limit","White","Female",0,2013,19835340,23,4,16,FALSE,7.9
"88705",9451173,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2008,19780513,27,12,5,TRUE,7
"29781",4120985,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2004,19775634,49,5,27,TRUE,0.7
"17270",2854479,"Raleigh Police Department","Speed Limit","White","Male",0,2003,19660950,28,3,14,FALSE,21
"87731",9240748,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2008,1982,28,10,8,TRUE,3.6
"42552",5279307,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2005,19670868,19,7,25,FALSE,12.9
"88414",9450032,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2008,19786927,20,12,1,FALSE,23.6
"56720",6323581,"Raleigh Police Department","Speed Limit","White","Male",0,2006,19692424,39,9,23,TRUE,16.8
"80737",8486576,"Raleigh Police Department","Driving Impaired","Black","Female",0,2008,19742931,22,5,29,TRUE,1.7
"15252",2691733,"Raleigh Police Department","Investigation","White","Male",0,2003,19766501,24,1,21,TRUE,2.7
"97975",10444993,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2009,19832496,28,8,2,FALSE,8.9
"99714",10559495,"Raleigh Police Department","Safe Movement","Black","Female",0,2009,19815061,47,9,9,FALSE,18.6
"128895",13166972,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2011,19863912,20,3,11,FALSE,1.2
"46110",5606757,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2005,19786927,28,12,27,FALSE,9.9
"104027",11169086,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2009,19745877,33,12,18,FALSE,9.6
"93491",10003848,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2009,19789506,22,5,3,FALSE,24.9
"106026",11213692,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2010,19875858,40,1,22,FALSE,12.4
"105143",11210301,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2010,19786927,30,1,8,FALSE,19.5
"74571",7876621,"Raleigh Police Department","Stop Light/Sign","White","Female",0,2007,19799918,23,11,13,TRUE,19.8
"149409",15327288,"Raleigh Police Department","Speed Limit","Black","Male",0,2012,1984,34,6,13,FALSE,24.1
"63220",6834099,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2007,19621914,25,2,10,FALSE,23
